"Polnoletni storilci zoper katere je bil kazenski postopek pri državnem tožilstvu konèan po kaznivem dejanju, spolu, starosti ob storitvi kaznivega dejanja in vrsti odloèbe, Slovenija, letno"

"KAZNIVO DEJANJE";"VRSTA ODLOÈBE";"Moški Starost - SKUPAJ 2013";"Moški Starost - SKUPAJ 2014";"Moški Starost - SKUPAJ 2015";"Moški Starost - SKUPAJ 2016";"Moški Starost - SKUPAJ 2017";"Moški Starost - SKUPAJ 2018";"Moški Starost - SKUPAJ 2019";"Moški Starost - SKUPAJ 2020";"Moški do 20 let 2013";"Moški do 20 let 2014";"Moški do 20 let 2015";"Moški do 20 let 2016";"Moški do 20 let 2017";"Moški do 20 let 2018";"Moški do 20 let 2019";"Moški do 20 let 2020";"Moški od 21 do 30 let 2013";"Moški od 21 do 30 let 2014";"Moški od 21 do 30 let 2015";"Moški od 21 do 30 let 2016";"Moški od 21 do 30 let 2017";"Moški od 21 do 30 let 2018";"Moški od 21 do 30 let 2019";"Moški od 21 do 30 let 2020";"Moški od 31 do 40 let 2013";"Moški od 31 do 40 let 2014";"Moški od 31 do 40 let 2015";"Moški od 31 do 40 let 2016";"Moški od 31 do 40 let 2017";"Moški od 31 do 40 let 2018";"Moški od 31 do 40 let 2019";"Moški od 31 do 40 let 2020";"Moški od 41 do 50 let 2013";"Moški od 41 do 50 let 2014";"Moški od 41 do 50 let 2015";"Moški od 41 do 50 let 2016";"Moški od 41 do 50 let 2017";"Moški od 41 do 50 let 2018";"Moški od 41 do 50 let 2019";"Moški od 41 do 50 let 2020";"Moški od 51 do 60 let 2013";"Moški od 51 do 60 let 2014";"Moški od 51 do 60 let 2015";"Moški od 51 do 60 let 2016";"Moški od 51 do 60 let 2017";"Moški od 51 do 60 let 2018";"Moški od 51 do 60 let 2019";"Moški od 51 do 60 let 2020";"Moški nad 60 let 2013";"Moški nad 60 let 2014";"Moški nad 60 let 2015";"Moški nad 60 let 2016";"Moški nad 60 let 2017";"Moški nad 60 let 2018";"Moški nad 60 let 2019";"Moški nad 60 let 2020";"Ženske Starost - SKUPAJ 2013";"Ženske Starost - SKUPAJ 2014";"Ženske Starost - SKUPAJ 2015";"Ženske Starost - SKUPAJ 2016";"Ženske Starost - SKUPAJ 2017";"Ženske Starost - SKUPAJ 2018";"Ženske Starost - SKUPAJ 2019";"Ženske Starost - SKUPAJ 2020";"Ženske do 20 let 2013";"Ženske do 20 let 2014";"Ženske do 20 let 2015";"Ženske do 20 let 2016";"Ženske do 20 let 2017";"Ženske do 20 let 2018";"Ženske do 20 let 2019";"Ženske do 20 let 2020";"Ženske od 21 do 30 let 2013";"Ženske od 21 do 30 let 2014";"Ženske od 21 do 30 let 2015";"Ženske od 21 do 30 let 2016";"Ženske od 21 do 30 let 2017";"Ženske od 21 do 30 let 2018";"Ženske od 21 do 30 let 2019";"Ženske od 21 do 30 let 2020";"Ženske od 31 do 40 let 2013";"Ženske od 31 do 40 let 2014";"Ženske od 31 do 40 let 2015";"Ženske od 31 do 40 let 2016";"Ženske od 31 do 40 let 2017";"Ženske od 31 do 40 let 2018";"Ženske od 31 do 40 let 2019";"Ženske od 31 do 40 let 2020";"Ženske od 41 do 50 let 2013";"Ženske od 41 do 50 let 2014";"Ženske od 41 do 50 let 2015";"Ženske od 41 do 50 let 2016";"Ženske od 41 do 50 let 2017";"Ženske od 41 do 50 let 2018";"Ženske od 41 do 50 let 2019";"Ženske od 41 do 50 let 2020";"Ženske od 51 do 60 let 2013";"Ženske od 51 do 60 let 2014";"Ženske od 51 do 60 let 2015";"Ženske od 51 do 60 let 2016";"Ženske od 51 do 60 let 2017";"Ženske od 51 do 60 let 2018";"Ženske od 51 do 60 let 2019";"Ženske od 51 do 60 let 2020";"Ženske nad 60 let 2013";"Ženske nad 60 let 2014";"Ženske nad 60 let 2015";"Ženske nad 60 let 2016";"Ženske nad 60 let 2017";"Ženske nad 60 let 2018";"Ženske nad 60 let 2019";"Ženske nad 60 let 2020"
"5.XXIII.216020 zloraba izvršbe - od. 2";"Odloèba tožilstva - SKUPAJ";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.217 prikrivanje";"Odloèba tožilstva - SKUPAJ";21;47;49;22;-;-;-;-;1;5;5;1;-;-;-;-;10;14;14;9;-;-;-;-;4;14;19;7;-;-;-;-;3;7;8;5;-;-;-;-;3;7;3;-;-;-;-;-;0;-;-;-;-;-;-;-;4;7;6;2;-;-;-;-;0;-;1;-;-;-;-;-;3;1;1;-;-;-;-;-;1;5;2;-;-;-;-;-;0;1;-;1;-;-;-;-;0;-;1;-;-;-;-;-;0;-;1;1;-;-;-;-
"5.XXIII.217010 prikrivanje - od. 1";"Odloèba tožilstva - SKUPAJ";10;16;26;6;-;-;-;-;1;1;3;-;-;-;-;-;6;8;7;5;-;-;-;-;2;2;9;1;-;-;-;-;1;3;5;-;-;-;-;-;0;2;2;-;-;-;-;-;0;-;-;-;-;-;-;-;2;5;1;2;-;-;-;-;0;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;3;-;-;-;-;-;-;0;1;-;1;-;-;-;-;0;-;1;-;-;-;-;-;0;-;-;1;-;-;-;-
"5.XXIII.217021 prikrivanje - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";9;27;18;10;-;-;-;-;0;4;2;1;-;-;-;-;4;6;4;2;-;-;-;-;2;11;9;3;-;-;-;-;0;3;2;4;-;-;-;-;3;3;1;-;-;-;-;-;0;-;-;-;-;-;-;-;2;2;5;-;-;-;-;-;0;-;1;-;-;-;-;-;2;-;1;-;-;-;-;-;0;2;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-
"5.XXIII.217031 prikrivanje - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";2;3;5;4;-;-;-;-;0;-;-;-;-;-;-;-;0;-;3;1;-;-;-;-;0;1;1;2;-;-;-;-;2;1;1;1;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIII.217032 prikrivanje - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.220 poškodovanje tuje stvari";"Odloèba tožilstva - SKUPAJ";58;74;92;34;-;-;-;-;9;12;14;1;-;-;-;-;15;21;23;14;-;-;-;-;12;18;20;9;-;-;-;-;8;10;18;3;-;-;-;-;9;5;8;5;-;-;-;-;5;8;9;2;-;-;-;-;7;9;14;10;-;-;-;-;0;-;-;1;-;-;-;-;1;1;3;-;-;-;-;-;4;4;2;1;-;-;-;-;1;2;3;2;-;-;-;-;1;1;4;4;-;-;-;-;0;1;2;2;-;-;-;-
"5.XXIII.220010 poškodovanje tuje stvari - od. 1";"Odloèba tožilstva - SKUPAJ";57;72;85;34;-;-;-;-;9;12;14;1;-;-;-;-;15;21;21;14;-;-;-;-;12;17;18;9;-;-;-;-;8;9;17;3;-;-;-;-;8;5;8;5;-;-;-;-;5;8;7;2;-;-;-;-;7;9;12;9;-;-;-;-;0;-;-;1;-;-;-;-;1;1;2;-;-;-;-;-;4;4;2;1;-;-;-;-;1;2;3;2;-;-;-;-;1;1;4;4;-;-;-;-;0;1;1;1;-;-;-;-
"5.XXIII.220020 poškodovanje tuje stvari - od. 2";"Odloèba tožilstva - SKUPAJ";1;2;7;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;1;2;-;-;-;-;-;0;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;-;2;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;1;-;-;-;-
"5.XXIII.221 napad na informacijski sistem";"Odloèba tožilstva - SKUPAJ";-;5;3;2;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.221010 napad na informacijski sistem - od. 1";"Odloèba tožilstva - SKUPAJ";-;2;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.221020 napad na informacijski sistem - od. 2";"Odloèba tožilstva - SKUPAJ";-;3;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.222 požig";"Odloèba tožilstva - SKUPAJ";-;1;2;6;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.222010 požig - od. 1";"Odloèba tožilstva - SKUPAJ";-;1;2;6;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.222021 požig - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIII.223 oškodovanje tujih pravic";"Odloèba tožilstva - SKUPAJ";3;9;10;5;-;-;-;-;0;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;0;4;2;1;-;-;-;-;1;1;4;2;-;-;-;-;1;3;3;1;-;-;-;-;0;-;-;1;-;-;-;-;0;3;4;2;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;-;2;-;-;-;-;-;0;1;1;1;-;-;-;-;0;2;-;1;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIII.223010 oškodovanje tujih pravic - od. 1";"Odloèba tožilstva - SKUPAJ";1;2;2;2;-;-;-;-;0;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;1;1;-;-;-;-;-;0;-;-;1;-;-;-;-;0;2;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;-;1;-;-;-;-;-;0;1;-;-;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIII.223020 oškodovanje tujih pravic - od. 2";"Odloèba tožilstva - SKUPAJ";2;7;8;3;-;-;-;-;0;-;-;-;-;-;-;-;0;1;-;-;-;-;-;-;0;3;2;1;-;-;-;-;1;1;4;1;-;-;-;-;1;2;2;1;-;-;-;-;0;-;-;-;-;-;-;-;0;1;2;2;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;-;1;1;-;-;-;-;0;1;-;1;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIV KAZNIVA DEJANJA ZOPER GOSPODARSTVO";"Odloèba tožilstva - SKUPAJ";40;141;202;115;-;-;-;-;1;1;9;4;-;-;-;-;9;28;53;18;-;-;-;-;18;45;58;30;-;-;-;-;8;41;49;36;-;-;-;-;3;21;26;24;-;-;-;-;1;5;7;3;-;-;-;-;6;37;62;31;-;-;-;-;0;1;5;-;-;-;-;-;1;6;11;5;-;-;-;-;2;11;17;8;-;-;-;-;0;12;21;12;-;-;-;-;2;5;5;4;-;-;-;-;1;2;3;2;-;-;-;-
"5.XXIV.225 protipravno omejevanje konkurence";"Odloèba tožilstva - SKUPAJ";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.225010 protipravno omejevanje konkurence - od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.226 povzroèitev steèaja z goljufijo ali nevestnim poslovanjem";"Odloèba tožilstva - SKUPAJ";-;-;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.226011 povzroèitev steèaja z goljufijo ali nevestnim poslovanjem - od. 1, tè. 1";"Odloèba tožilstva - SKUPAJ";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.226014 povzroèitev steèaja z goljufijo ali nevestnim poslovanjem - od. 1, tè. 4";"Odloèba tožilstva - SKUPAJ";-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.226031 povzroèitev steèaja z goljufijo ali nevestnim poslovanjem - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.226032 povzroèitev steèaja z goljufijo ali nevestnim poslovanjem - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.227 oškodovanje upnikov";"Odloèba tožilstva - SKUPAJ";-;3;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.227010 oškodovanje upnikov - od. 1";"Odloèba tožilstva - SKUPAJ";-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.227020 oškodovanje upnikov - od. 2";"Odloèba tožilstva - SKUPAJ";-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.228 poslovna goljufija";"Odloèba tožilstva - SKUPAJ";8;59;85;62;-;-;-;-;0;-;-;-;-;-;-;-;2;6;12;3;-;-;-;-;3;19;30;21;-;-;-;-;2;22;28;21;-;-;-;-;1;11;12;15;-;-;-;-;0;1;3;2;-;-;-;-;1;14;21;14;-;-;-;-;0;-;-;-;-;-;-;-;1;2;4;3;-;-;-;-;0;2;6;4;-;-;-;-;0;8;7;7;-;-;-;-;0;1;3;-;-;-;-;-;0;1;1;-;-;-;-;-
"5.XXIV.228010 poslovna goljufija - od. 1";"Odloèba tožilstva - SKUPAJ";7;49;78;52;-;-;-;-;0;-;-;-;-;-;-;-;2;4;11;3;-;-;-;-;3;17;28;17;-;-;-;-;2;17;25;18;-;-;-;-;0;11;11;12;-;-;-;-;0;-;3;2;-;-;-;-;0;13;17;11;-;-;-;-;0;-;-;-;-;-;-;-;0;2;3;3;-;-;-;-;0;2;5;3;-;-;-;-;0;7;6;5;-;-;-;-;0;1;3;-;-;-;-;-;0;1;-;-;-;-;-;-
"5.XXIV.228021 poslovna goljufija - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;7;1;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;4;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
"5.XXIV.228031 poslovna goljufija - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";1;3;6;1;-;-;-;-;0;-;-;-;-;-;-;-;0;1;1;-;-;-;-;-;0;-;1;-;-;-;-;-;0;2;3;1;-;-;-;-;1;-;1;-;-;-;-;-;0;-;-;-;-;-;-;-;1;-;3;1;-;-;-;-;0;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;0;-;1;1;-;-;-;-;0;-;1;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIV.229 goljufija na škodo Evropske unije";"Odloèba tožilstva - SKUPAJ";-;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.229031 goljufija na škodo Evropske unije - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.230 preslepitev pri pridobitvi in uporabi posojila ali ugodnosti";"Odloèba tožilstva - SKUPAJ";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.230010 preslepitev pri pridobitvi in uporabi posojila ali ugodnosti - od. 1";"Odloèba tožilstva - SKUPAJ";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.233 neupravièena uporaba tuje oznake ali modela";"Odloèba tožilstva - SKUPAJ";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.233010 neupravièena uporaba tuje oznake ali modela - od. 1";"Odloèba tožilstva - SKUPAJ";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"5.XXIV.235 ponareditev ali unièenje poslovnih listin";"Odloèba tožilstva - SKUPAJ";3;11;5;4;-;-;-;-;0;-;-;-;-;-;-;-;1;2;1;2;-;-;-;-;0;3;1;1;-;-;-;-;1;5;2;1;-;-;-;-;0;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;0;1;1;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;1;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIV.235010 ponareditev ali unièenje poslovnih listin - od. 1";"Odloèba tožilstva - SKUPAJ";1;9;4;3;-;-;-;-;0;-;-;-;-;-;-;-;0;2;1;2;-;-;-;-;0;2;1;1;-;-;-;-;1;4;1;-;-;-;-;-;0;1;1;-;-;-;-;-;0;-;-;-;-;-;-;-;0;1;1;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIV.235020 ponareditev ali unièenje poslovnih listin - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";2;2;1;1;-;-;-;-;0;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;1;-;-;-;-;-;-;0;1;1;1;-;-;-;-;0;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"5.XXIV.236 izdaja in neupravièena pridobitev poslovne skrivnosti";"Odloèba tožilstva - SKUPAJ";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
